상품코드,판매상품 ID,상품명,정가,판매가,할인율,적립율,적립예정포인트,인물,출판사,발행(출시)일자,분야
9788997947515,S000218676492,"오늘, 고전 한 줄에 기대다","17,800","16,020",10%,5%,890,김시현,지와수,20251201,인문
9791166844652,S000218666681,지각의 현상학,"42,000","37,800",10%,5%,"2,100",모리스 메를로퐁티,세창출판사,20251128,인문
9791189217853,S000218304811,김경일의 지혜로운 인간생활 필사 에디션,"23,800","21,420",10%,5%,"1,190",김경일,저녁달,20251115,인문
9791194329015,S000218399567,차가일상,"22,000","19,800",10%,5%,"1,100",김소연,아트레이크 ArtLake,20251110,인문
9791167742483,S000218364939,"로봇 시대, 인간의 일","19,800","17,820",10%,5%,990,구본권,어크로스,20251110,인문
9791194600725,S000218147992,개처럼 인생을 살아라,"17,800","16,020",10%,5%,890,디오게네스,모티브,20251020,인문
9791194793342,S000218081957,30일 완성 고시체 글씨 연습,"17,000","15,300",10%,5%,850,현익미디어 수험연구소,현익미디어,20251015,인문
9788927881162,S000217613848,초역 예수의 언어,"19,000","17,100",10%,5%,950,김학철,중앙북스,20251003,인문
9791193238790,S000218055208,당신 곁의 한국 정원,"17,000","15,300",10%,5%,850,신지선,수오서재,20251001,인문
9788999735349,S000217747977,상담의 기술,"29,000","29,000",0%,3%,870,Clara E. Hill,학지사,20250930,인문
9791193282434,S000217614178,다크 심리학 3: 설득의 법칙,"19,800","17,820",10%,5%,990,다크 인사이트,다크인사이트스튜디오,20250915,인문
9791193282427,S000217579386,다크 심리학 2: 휘둘리지 않는 법,"19,800","17,820",10%,5%,990,다크 인사이트,다크인사이트스튜디오,20250915,인문
9788965775720,S000217556300,남촌물상론 사례집,"48,000","43,200",10%,5%,"2,400",김대영,문학공원,20250912,인문
9791193262689,S000217377105,"몽테뉴, 사유의 힘","19,000","17,100",10%,5%,950,임재성,필름(Feelm),20250827,인문
9791170873723,S000217349440,육도·삼략,"22,000","19,800",10%,5%,"1,100",태공망 외,휴머니스트,20250825,인문
9791159933233,S000217335264,돈키호테,"9,800","9,800",0%,1%,90,미겔 데 세르반테스,올재,20250825,인문
9791198847225,S000218197312,위기상담사례집,"20,000","18,000",10%,5%,"1,000",정윤경 외 16명,에듀하트(EDU HEART),20250822,인문
9788965294658,S000217226690,웹소설 작가 튜토리얼 북,"13,000","11,700",10%,5%,650,드림판다,씽크스마트,20250807,인문
9791194600435,S000216862415,"큰 뜻을 품은 자여, 왜 그 자리에 머물러 있는가","17,800","16,020",10%,5%,890,정약용,모티브,20250627,인문
9791191803440,S000216817677,책의 계절,"20,800","18,720",10%,5%,"1,040",정지현,버터북스,20250623,인문
9791193482124,S000216841689,청킹맨션의 보스는 알고 있다,"18,500","16,650",10%,5%,920,오가와 사야카,갈라파고스,20250620,인문
9791198805188,S000216407021,어휘력 높이고 싶은 어른을 위한 필사책,"22,000","19,800",10%,5%,"1,100",손힘찬,비책,20250513,인문
9791172627782,S000216297948,앤드류 채 멘토영어학 기출분석,"37,000","33,300",10%,5%,"1,850",앤드류 채,박문각,20250430,인문
9788963724454,S000216144621,부모와 아이 사이,"18,000","16,200",10%,5%,900,하임 G.기너트,양철북,20250401,인문
9791194513087,S000216188893,엥케이리디온,"12,000","10,800",10%,5%,600,에픽테토스,그린비,20250331,인문
9791168342750,S000216048766,내면소통 명상수업,"28,000","25,200",10%,5%,"1,400",김주환,인플루엔셜,20250328,인문
9791185377988,S000216049098,예비교사를 위한 교육과정의 이해,"22,000","22,000",0%,3%,660,김현영 외,교육아카데미,20250228,인문
9788925574226,S000215020821,반야심경,"16,800","15,120",10%,5%,840,미야사카 유코우,알에이치코리아,20241227,인문
9791192999661,S000215009013,초역 붓다의 말,"22,800","20,520",10%,5%,"1,140",시라토리 하루히코,빌리버튼,20241220,인문
9791198731906,S000214794253,단어가 품은 세계,"18,000","16,200",10%,5%,900,황선엽,빛의서가,20241122,인문
9791167701046,S000214597984,무지의 즐거움,"18,000","16,200",10%,5%,900,우치다 다쓰루,유유,20241104,인문
9791190844550,S000214428149,생각의 기술,"28,500","25,650",10%,5%,"1,420",코디정,이소노미아,20241015,인문
9791167140883,S000214377548,소설 쓰고 앉아 있네,"18,500","16,650",10%,5%,920,문지혁,해냄출판사,20240923,인문
9791186643204,S000214156895,혐오의 즐거움에 관하여,"16,700","15,030",10%,5%,830,윌리엄 해즐릿,아티초크,20240830,인문
9788997870820,S000214081244,돌로레스 캐논 죽음과 삶 사이의 세계,"28,000","25,200",10%,5%,"1,400",돌로레스 캐논,공명,20240820,인문
9791193866146,S000214014960,철학의 쓸모,"18,800","16,920",10%,5%,940,로랑스 드빌레르,피카(FIKA),20240820,인문
9791194227014,S000213902382,하루 한 장 내 삶에 새기는 부처,"9,800","8,820",10%,5%,490,법구,일상과이상(일상이상),20240807,인문
9791193792186,S000213855366,세네카의 행복론,"17,000","15,300",10%,5%,850,루키우스 안나이우스 세네카,숲,20240725,인문
9788936480301,S000213659854,정도전,"21,000","18,900",10%,5%,"1,050",정도전 외,창비,20240715,인문
8809507025170,S000213989351,내러티브상담 질문카드,"17,000","17,000",0%,0%,0,고정은,인싸이트,20240704,인문
9788999731419,S000213636773,상처받은 내면아이 치유,"18,000","18,000",0%,3%,540,존 브래드쇼,학지사,20240625,인문
9791191658422,S000213610816,심리치료사를 위한 신경과학 가이드북,"28,000","28,000",0%,3%,840,루이스 코졸리노,하나의학사,20240621,인문
9791171175840,S000213361899,호모 사피엔스,"42,000","37,800",10%,5%,"2,100",조지프 헨릭,21세기북스,20240527,인문
9791189217266,S000213076658,김경일의 지혜로운 인간생활(블루캣 에디션),"19,800","17,820",10%,5%,990,김경일,저녁달,20240430,인문
9788999730771,S000213227541,벼리의 행복찾기,"15,000","13,500",10%,5%,750,초등상담나무,학지사,20240420,인문
9791140708987,S000212737047,지적인 어른을 위한 최소한의 교양수업,"18,800","16,920",10%,1%,180,사이토 다카시,더퀘스트,20240320,인문
9791198343321,S000212725370,데리다와 역사,"15,000","13,500",10%,5%,750,김민호,에디스코,20240318,인문
9791191369540,S000212731700,왜 당신은 다른 사람을 위해 살고 있는가,"14,000","12,600",10%,5%,700,고윤(페이서스 코리아),딥앤와이드,20240315,인문
9791187268758,S000212576127,문헌정보학개론,"22,000","19,800",10%,1%,220,김수경 외,태일사,20240302,인문
9788999730733,S000212770993,학교폭력 예방 및 학생의 이해,"22,000","22,000",0%,3%,660,정여주 외,학지사,20240228,인문
9788931023473,S000212427835,시간과 타자,"16,000","14,400",10%,1%,160,에마뉘엘 레비나스,문예출판사,20240228,인문
9791162543641,S000212376211,인생의 오후를 즐기는 최소한의 지혜,"17,500","15,750",10%,1%,170,아서 브룩스,비즈니스북스,20240223,인문
9791193674017,S000212162571,5분 뚝딱 철학: 생각의 역사 1,"22,000","19,800",10%,5%,"1,100",김필영,스마트북스,20240125,인문
9791168341418,S000210676111,진정한 행복의 7가지 조건,"18,800","16,920",10%,5%,940,채정호,인플루엔셜,20231025,인문
9788957338865,S000210710606,오뒷세이아,"32,000","28,800",10%,5%,"1,600",호메로스,아카넷,20231016,인문
9791192836270,S000209172617,디아스포라 기행,"16,800","15,120",10%,5%,840,서경식,돌베개,20230920,인문
9791167741165,S000208974363,아침에는 죽음을 생각하는 것이 좋다,"18,500","16,650",10%,5%,920,김영민,어크로스,20230915,인문
9788993784787,S000208468354,제텔카스텐,"18,000","16,200",10%,5%,900,숀케 아렌스,인간희극,20230915,인문
9791167071248,S000208702148,작문교육론,"28,000","28,000",0%,3%,840,권순희 외,사회평론아카데미,20230831,인문
9788999729508,S000208590003,내러티브 상담,"25,000","25,000",0%,3%,750,고미영 외,학지사,20230830,인문
9788957338834,S000208814310,AI 윤리에 대한 모든 것,"18,000","16,200",10%,5%,900,마크 코켈버그,아카넷,20230825,인문
9791162881729,S000208506239,죽음 후 의식세계,"14,000","14,000",0%,3%,420,윌리엄 불맨,유원북스,20230824,인문
9788999729331,S000208690758,그림을 통한 아동의 진단과 이해,"22,000","22,000",0%,3%,660,신민섭 외,학지사,20230720,인문
9788999729126,S000210527594,현대 이상심리학,"32,000","32,000",0%,3%,960,권석만,학지사,20230630,인문
9791167740984,S000201621022,도둑맞은 집중력,"18,800","16,920",10%,5%,940,요한 하리,어크로스,20230428,인문
9791139710892,S000201458524,플라톤 국가(그리스어 원전 완역본),"30,000","27,000",10%,5%,"1,500",플라톤,현대지성,20230420,인문
9788999728808,S000201642158,교육심리학,"25,000","25,000",0%,3%,750,신명희 외,학지사,20230410,인문
9791166891465,S000201458339,카를 융 인간의 이해,"17,800","16,020",10%,5%,890,가와이 하야오,바다출판사,20230407,인문
9791190299770,S000201359832,모든 삶은 흐른다,"18,800","16,920",10%,5%,940,로랑스 드빌레르,피카(FIKA),20230403,인문
9791169190879,S000200898031,한국어 교원 자격 취득을 위한 한국어 교육 실습,"25,000","22,500",10%,1%,250,이윤진 외,한국문화사,20230310,인문
9791169831079,S000201230366,질문하고 답하기 1,"22,000","19,800",10%,5%,"1,100",김정완 외,이담북스,20230310,인문
9791192300528,S000201067003,오십에 읽는 순자,"17,000","15,300",10%,5%,850,최종엽,유노북스,20230302,인문
9788999727856,S000200298152,인지행동놀이치료 워크북 125가지 활동,"15,000","15,000",0%,3%,450,Lisa Weed Phifer 외,학지사,20221115,인문
9791190538510,S000200128317,만일 내가 인생을 다시 산다면(35만 부 기념 스페셜 에디션),"17,200","15,480",10%,5%,860,김혜남,메이븐,20221111,인문
9791167140531,S000200192368,성장할 수 있는 용기,"18,800","16,920",10%,5%,940,조벽 외,해냄출판사,20221110,인문
9788957338209,S000200149734,도덕 원리에 관한 탐구,"20,000","18,000",10%,1%,200,데이비드 흄,아카넷,20221021,인문
9788978496681,S000061896698,초역 니체의 말 2,"15,800","14,220",10%,5%,790,프리드리히 니체,삼호미디어,20220926,인문
9791187064947,S000061777352,내 안의 여신을  찾아서,"18,000","16,200",10%,5%,900,모린 머독,교양인,20220913,인문
9791167700438,S000061585264,선물,"30,000","27,000",10%,5%,"1,500",루이스 하이드,유유,20220814,인문
9791167140401,S000061352779,나는 왜 나를 함부로 대할까,"17,800","16,020",10%,5%,890,문요한,해냄출판사,20220630,인문
9791190555807,S000060627920,그림책을 쓰고 싶은 당신에게,"14,000","12,600",10%,5%,700,최은영,클,20220629,인문
9791190710411,S000061353750,감정 어휘,"16,000","14,400",10%,5%,800,유선경,앤의서재,20220610,인문
9788965965046,S000001029426,도파민네이션,"18,000","16,200",10%,5%,900,애나 렘키,흐름출판,20220321,인문
9788999726095,S000001644271,집단상담,"24,000","24,000",0%,3%,720,천성문,학지사,20220320,인문
9791167046529,S000001849081,"교사를 위한, 발명교육의 이해와 실제","18,000","16,200",10%,1%,180,한국발명진흥회,박문각,20220315,인문
9788934949671,S000000596005,우리는 여전히 삶을 사랑하는가,"15,800","14,220",10%,5%,790,라이너 풍크,김영사,20220211,인문
9788999725807,S000001644248,DBT 학교에 가다,"25,000","25,000",0%,3%,750,James J. Mazza 외,학지사,20220210,인문
9791191133059,S000001948139,호텔에 관한 거의 모든 것,"22,000","19,800",10%,5%,"1,100",한이경,혜화1117,20211201,인문
9788934944188,S000000595793,사피엔스 : 그래픽 히스토리 Vol.2,"19,800","17,820",10%,5%,990,김명주,김영사,20211122,인문
9788925579252,S000000479245,죽고 싶은 사람은 없다,"16,800","15,120",10%,5%,840,임세원,알에이치코리아,20211122,인문
9791170400523,S000001860182,이어령의 마지막 수업,"16,500","14,850",10%,5%,820,김지수 외,열림원,20211028,인문
9788934980285,S000000597548,리추얼의 종말,"16,800","15,120",10%,5%,840,한병철,김영사,20211015,인문
9791167740021,S000001851468,행복의 지도,"22,000","19,800",10%,5%,"1,100",에릭 와이너,어크로스,20210903,인문
9791156758785,S000001744905,조현병의 모든 것,"35,000","31,500",10%,5%,"1,750",E. 풀러 토리,심심,20210517,인문
9791197434907,S000001986531,최진석의 대한민국 읽기,"17,000","15,300",10%,5%,850,최진석,북루덴스,20210503,인문
9791190030922,S000001934510,소크라테스 익스프레스,"22,000","19,800",10%,5%,"1,100",에릭 와이너,어크로스,20210428,인문
9788931021486,S000000549258,덕의 상실,"20,000","18,000",10%,5%,"1,000",알래스데어 매킨타이어,문예출판사,20210409,인문
9788901249599,S000000408056,질서 너머,"17,800","16,020",10%,5%,890,조던 피터슨,웅진지식하우스,20210322,인문
9788976783813,S000001195950,문헌정보학의 이해,"30,000","30,000",0%,3%,900,한국문헌정보학회,한국도서관협회,20210225,인문
9788998741488,S000001636002,글쓰기와 커뮤니케이션,"16,000","14,400",10%,5%,800,김향 외,에이치북스,20210220,인문
9788999722844,S000001643968,상담 사례개념화 연습하기,"17,000","17,000",0%,3%,510,금명자,학지사,20210125,인문
9788958623427,S000000879565,손자병법,"18,000","16,200",10%,5%,900,손자,휴머니스트,20201207,인문
9791160804607,S000001795979,인생에 한번은 차라투스트라,"18,000","16,200",10%,5%,900,이진우,휴머니스트,20201123,인문
9791189946784,S000001933571,이거 좋은 질문이야!,"20,000","20,000",0%,3%,600,에릭 M. 프랜시스,사회평론아카데미,20201109,인문
9791190538206,S000001941412,홀로서기 심리학(7만 부 기념 스페셜 에디션),"17,000","15,300",10%,5%,850,라라 E. 필딩,메이븐,20201109,인문
9788934987901,S000000597872,행복을 묻는 당신에게,"13,800","12,420",10%,5%,690,김아리,김영사,20201027,인문
9788932474366,S000000576566,몸은 기억한다,"24,000","21,600",10%,5%,"1,200",베셀 반 데어 콜크,을유문화사,20201025,인문
9791196968243,S000001982297,교사의 시선,"18,000","16,200",10%,5%,900,김태현,교육과실천,20201007,인문
9788930040518,S000000538963,광기의 역사,"42,000","37,800",10%,0%,0,미셸 푸코,나남,20201005,인문
9788999722028,S000001643890,청소년을 위한 행동활성화,"18,000","18,000",0%,3%,540,Elizabeth McCauley 외,학지사,20200925,인문
9791189932732,S000001933241,표정의 심리학,"17,800","16,020",10%,5%,890,폴 에크먼,바다출판사,20200911,인문
9788950988340,S000000710996,스트레스의 힘,"22,000","19,800",10%,5%,"1,100",켈리 맥고니걸,21세기북스,20200529,인문
9791160022773,S000001787436,발타자르 그라시안의 인생 수업,"15,000","13,500",10%,5%,750,발타자르 그라시안,메이트북스,20200316,인문
9788974612238,S000001160694,마의 관상법,"25,000","22,500",10%,5%,"1,250",이남희,문원북,20200301,인문
9788937420382,S000000618857,한국현대문학사 1(1896~1945),"35,000","31,500",10%,5%,"1,750",권영민,민음사,20200228,인문
9791189683283,S000001929793,내가 왜 계속 살아야 합니까,"14,000","12,600",10%,5%,700,월 듀런트,유유,20200114,인문
9791188007394,S000001908932,나도 손글씨 바르게 쓰면 소원이 없겠네,"12,000","10,800",10%,5%,600,유한빈(펜크래프트),한빛라이프,20191009,인문
9788999718878,S000001643584,심리평가의 최신 흐름,"27,000","27,000",0%,3%,810,이우경 외,학지사,20190830,인문
9788957336359,S000000848276,티마이오스,"20,000","18,000",10%,1%,200,플라톤,아카넷,20190801,인문
9788950981785,S000000710657,왜 칸트인가,"18,000","16,200",10%,5%,900,김상환,21세기북스,20190626,인문
9791160022353,S000001787394,세네카의 인생론,"12,000","10,800",10%,5%,600,정영훈,메이트북스,20190603,인문
9788932319704,S000000574960,슬픔의 위안,"15,000","13,500",10%,5%,750,론 마라스코 외,현암사,20190315,인문
9788950978518,S000000710494,사는 게 힘드냐고 니체가 물었다,"22,000","19,800",10%,5%,"1,100",박찬국,21세기북스,20181203,인문
9791187142430,S000001897781,철학의 위안(라틴어 원전 완역본),"16,900","15,210",10%,5%,840,보에티우스,현대지성,20180601,인문
9788997970384,S000001625473,논어집주,"26,000","23,400",10%,5%,"1,300",성백효,한국인문고전연구소,20171226,인문
9788997970407,S000001625475,대학중용집주,"15,000","13,500",10%,5%,750,성백효,한국인문고전연구소,20171226,인문
9791156642541,S000001743539,한번에 통과하는 논문: 논문 검색과 쓰기 전략,"18,900","17,010",10%,5%,940,히든그레이스 논문통계팀,한빛아카데미,20171105,인문
9788962621952,S000000970969,아픔이 길이 되려면,"18,000","16,200",10%,5%,900,김승섭,동아시아,20170913,인문
9788932030036,S000000570269,현대시작법,"22,000","19,800",10%,5%,"1,100",오규원,문학과지성사,20170530,인문
9791187036203,S000001896369,기술적 복제시대의 예술작품,"10,000","9,000",10%,5%,500,발터 벤야민,b,20170405,인문
9788980974061,S000001250266,천자문 필사노트,"5,000","4,500",10%,5%,250,시사정보연구원,시사패스,20170215,인문
9791185617954,S000001871326,핵심질문,"20,000","20,000",0%,3%,600,제이 맥타이 외,사회평론아카데미,20161227,인문
9788999708862,S000001642654,디자인과 인간 심리,"17,000","17,000",0%,3%,510,Donald A. Norman,학지사,20160920,인문
9788949714394,S000000703080,불안의 개념/죽음에 이르는 병,"18,000","16,200",10%,5%,900,키르케고르,동서문화사,20160909,인문
9788937838774,S000000625612,완벽에 대한 반론,"12,800","11,520",10%,5%,640,마이클 샌델,와이즈베리,20160627,인문
9788942008445,S000000656880,논리학 입문,"34,000","34,000",0%,3%,"1,020",Irving M. Copi 외,경문사,20151231,인문
9788959123698,S000000887179,부부문제와 부부상담,"23,000","23,000",0%,3%,690,최규련,도서출판 신정,20151120,인문
9788934972020,S000000597136,몸이 아니라고 말할 때,"22,000","19,800",10%,5%,"1,100",가보 마테,김영사,20150907,인문
9788991290167,S000001470198,일리아스,"38,000","34,200",10%,5%,"1,900",호메로스,숲,20150620,인문
9788986471014,S000001362554,한묵금낭,"33,000","29,700",10%,5%,"1,650",이용,다운샘,20150415,인문
9788972977193,S000001129581,매달린 절벽에서 손을 뗄 수 있는가?,"19,500","17,550",10%,5%,970,강신주,동녘,20140630,인문
9788958075226,S000000864586,왜 엄하게 가르치지 않는가,"12,000","10,800",10%,5%,600,베른하르트 부엡,뜨인돌출판사,20140528,인문
9788993178197,S000001519692,화에 대하여,"17,000","15,300",10%,5%,850,루키우스 안나이우스 세네카,사이,20130107,인문
9788963307503,S000000984661,이구동성 미술치료,"18,000","18,000",0%,3%,540,Judith A. Rubin,학지사,20121105,인문
9788949707082,S000000702801,위험한 관계,"12,000","10,800",10%,5%,600,피에르 쇼데를로 드 라클로,동서문화사,20120915,인문
9788949707624,S000000702854,소돔의 120일,"20,000","18,000",10%,5%,"1,000",마르키 드 사드,동서문화사,20120815,인문
9788932022888,S000000569813,피로사회,"14,000","12,600",10%,5%,700,한병철,문학과지성사,20120305,인문
9788963302355,S000000984166,마음에서 빠져나와 삶 속으로 들어가라,"18,000","18,000",0%,3%,540,STEVEN C. HAYES 외,학지사,20100115,인문
9788954607315,S000000777390,몰락의 에티카,"22,000","19,800",10%,5%,"1,100",신형철,문학동네,20081212,인문
9788991290204,S000001470202,아이스퀼로스 비극 전집,"32,000","28,800",10%,5%,"1,600",아이스퀼로스,숲,20081010,인문
9788952209788,S000000720876,존재와 시간,"18,000","16,200",10%,5%,900,하이데거,살림,20080820,인문
9788932905471,S000000580931,소크라테스에서 포스트모더니즘까지,"35,000","31,500",10%,5%,"1,750",새뮤얼 이녹 스텀프 외,열린책들,20080610,인문
9788935657087,S000000602853,죽음에 이르는 병,"25,000","22,500",10%,1%,250,쇠렌 키르케고르,한길사,20071030,인문
9788958914747,S000000884123,정신분석적 심리치료,"20,000","20,000",0%,3%,600,NANCY MCWILLIAMS,학지사,20070615,인문
9788932906843,S000000581055,논문 잘 쓰는 방법,"15,000","13,500",10%,5%,750,움베르토 에코,열린책들,20060630,인문
9788937416170,S000000618704,열린사회와 그 적들 1,"25,000","22,500",10%,5%,"1,250",칼 포퍼,민음사,20060430,인문
9788936471002,S000000612515,문장강화,"14,000","12,600",10%,5%,700,이태준,창비,20050310,인문
9788934914488,S000000593526,생각의 지도,"17,000","15,300",10%,5%,850,리처드 니스벳,김영사,20040413,인문
9791136043085,S000221283219,2027 에듀윌 임상심리사 2급 필기 2주합격+무료특강,"34,000","30,600",10%,5%,"1,700",진성오 외,에듀윌,20261031,인문
9791166337239,S000221364995,2026 EBS 한국사능력검정시험 심화(1·2·3급) 개념완성 + 실전문제,"22,000","19,800",10%,5%,"1,100",이금수,신지원,20261010,인문
9788976048387,S000221248797,장자 필사 노트,"18,000","16,200",10%,5%,900,장자,문예춘추사,20261010,인문
9791124627259,S000221383737,유아 사회정서교육,"24,000","21,600",10%,5%,"1,200",이여빈 외,교육과실천,20260930,인문
9788978497282,S000221229055,늙지 않는 미래,"24,000","21,600",10%,5%,"1,200",니나 루게,삼호미디어,20260930,인문
9791164162888,S000221283611,내 인생 남에게 묻지 마라,"19,000","17,100",10%,5%,950,백익헌,책들의정원,20260930,인문
9788972188780,S000221353863,"인문학, 비트코인 백서를 읽다","15,000","15,000",0%,3%,450,윤성호,한양대학교출판부,20260930,인문
9791171740864,S000221350779,수저 인문학,"30,000","27,000",10%,5%,"1,500",오승환,창해,20260929,인문
9791194451457,S000221176304,그대들은 어떻게 살 것인가,"21,000","18,900",10%,5%,"1,050",이영환,앵글북스,20260928,인문
9791175780514,S000221326955,사이토 다카시의 니체는 이렇게 말했다,"18,800","16,920",10%,5%,940,사이토 다카시,부키,20260928,인문
9788967822729,S000221176177,사랑의 재발견,"18,800","16,920",10%,5%,940,스마일펄,푸른향기,20260928,인문
9791199155497,S000221375655,고전의 지혜로 오늘을 산다,"18,500","16,650",10%,5%,920,김석진 외,여강플러스,20260928,인문
9791176680882,S000221350010,100세의 문턱에서,"17,000","15,300",10%,1%,170,오재현,보고사,20260928,인문
9788999738463,S000221330310,노년심리학,"28,000","28,000",0%,3%,840,장민희 외,학지사,20260925,인문
9791176215381,S000221383736,새로 쓰는 교육정책과 교육법,"36,000","32,400",10%,5%,"1,800",김환식,바른북스,20260923,인문
9791122050103,S000221381443,스포츠의 언어,"18,000","16,200",10%,5%,900,이경재,보더라인,20260923,인문
9788969152787,S000221359450,"합격하는 생기부, 통하는 면접","19,000","17,100",10%,5%,950,혜선쌤,학교도서관저널,20260922,인문
9791199095281,S000221047919,말이 통하지 않는 사람의 뇌,"18,000","16,200",10%,5%,900,가토 도시노리,링크북스,20260921,인문
9791124757031,S000220939583,육효구전,"36,000","32,400",10%,5%,"1,800",김형구,파라아카데미(파라북스),20260920,인문
9788936481780,S000221353722,함석헌,"22,000","19,800",10%,5%,"1,100",함석헌,창비,20260920,인문
9788999738500,S000221334840,기세 없이 어른이 되었다,"17,000","15,300",10%,5%,850,안도연,학지사,20260920,인문
9791122053241,S000221281545,김기태의 초판본 이야기2,"19,800","17,820",10%,5%,990,김기태,처음책방,20260917,인문
9791124455104,S000221267550,우리가 스스로에게 하는 거짓말,"21,000","18,900",10%,5%,"1,050",존 프레데릭슨,더블북,20260916,인문
9791162265543,S000221338285,기분장애와 불안장애 환자를 위한 안내서,"45,000","45,000",0%,3%,"1,350","Nemeroff, Charles B.",시그마프레스,20260915,인문
9791160871623,S000221179134,교양인을 위한 논어,"30,000","27,000",10%,1%,300,공자,연암서가,20260915,인문
9791124654316,S000221328274,이름들의 인문학,"18,000","16,200",10%,5%,900,박지욱,반니출판,20260915,인문
9788999738425,S000221242388,"이해와 탐구, 성장을 이끄는 교육과정 설계","17,000","17,000",0%,3%,510,온정덕 외,학지사,20260915,인문
9791167072634,S000221231631,도덕적 기계,"30,000","30,000",0%,3%,900,김상득,사회평론아카데미,20260914,인문
9788965643234,S000221061874,질문하는 SF,"22,000","19,800",10%,5%,"1,100",최기숙,현실문화,20260914,인문
9791163462149,S000221283581,교사를 지키는 단단한 생활지도: 상황별 실전 사례 100,"20,000","18,000",10%,5%,"1,000",이종혁,테크빌교육,20260914,인문
9791176215046,S000221264219,왜 나는 그것을 원할까,"17,800","16,020",10%,5%,890,김경훈 외,바른북스,20260914,인문
9791159303739,S000221191585,인공지능 시대 교육에 던지는 엉뚱하고 당연한 질문,"21,000","18,900",10%,5%,"1,050",채희태,살림터,20260912,인문
9788952139757,S000221257426,고향,"46,000","46,000",0%,3%,"1,380",정항균,서울대학교출판문화원,20260911,인문
9791168344235,S000221229211,철학이 김 부장을 구한다,"17,800","16,020",10%,5%,890,박윤진,인플루엔셜,20260911,인문
9788964363058,S000221247514,무위당 장일순의 노자 이야기,"35,000","31,500",10%,5%,"1,750",장일순 외,삼인,20260910,인문
9791175542730,S000221383636,유아·놀이중심 놀이지도,"24,000","24,000",0%,3%,720,박애경,공동체,20260910,인문
9788999738357,S000221257345,해결중심상담 사례집,"22,000","22,000",0%,3%,660,어주경 외,학지사,20260910,인문
9791176493598,S000220930705,"AI 문명기, 학교의 시대정신","20,000","18,000",10%,5%,"1,000",김영인,박문각,20260910,인문
9791198689832,S000221229258,사주구조 통변해법,"43,000","38,700",10%,5%,"2,150",김광용,시공명리학,20260909,인문
9791199915800,S000221257260,찰지고 맵짠 이북 사투리,"22,000","19,800",10%,5%,"1,100",설송아,대동강서가,20260909,인문
9791159303722,S000221263823,느린 지식과 서두르지 않는 아동기,"21,000","18,900",10%,5%,"1,050",앨리슨 클라크,살림터,20260909,인문
9791173400759,S000221239702,한번에 통과하는 논문 : 질적·혼합연구를 활용한 논문 작성,"36,000","36,000",0%,3%,"1,080",히든그레이스 학술제작팀 외,한빛아카데미,20260908,인문
9791171012626,S000221150943,어떤 실망들에 대하여,"18,000","16,200",10%,5%,900,이소영,사람in,20260907,인문
9791124649831,S000221152620,스스로 왕이 될 수 없다면 왕을 만드는 자가 되어라,"17,800","16,020",10%,5%,890,정도전,결,20260907,인문
9791167528414,S000221141805,나무로 읽는 최치원 풍류길,"18,000","16,200",10%,5%,900,김재웅,책과나무,20260907,인문
9791172134631,S000220990999,공부의 미래,"20,000","18,000",10%,5%,"1,000",구본권,한겨레출판,20260904,인문
9791171681679,S000221108953,아이를 이해하는 심리수업,"18,000","16,200",10%,5%,900,이민구,대경북스,20260903,인문
9791199830066,S000221257724,바람의 노래: 함께 만드는 것으로부터,"50,000","45,000",10%,5%,"2,500",오선영,에스캡프레스(SCAP PRESS),20260902,인문
9791199973510,S000221031531,인생의 짧음에 관하여,"22,000","19,800",10%,5%,"1,100",루키우스 안나이우스 세네카,성장출판,20260901,인문
9791168731882,S000221031462,우리가 몰랐던 자본주의,"21,000","18,900",10%,5%,"1,050",마이클 소넨셔,오월의봄,20260901,인문
9791172792855,S000221141713,특수교사를 위한 학부모 상담가이드,"19,000","19,000",0%,3%,570,강은영 외,박영스토리,20260901,인문
9791198762429,S000220930762,생성형 AI 활용 대학 교수법,"18,000","16,200",10%,5%,900,진성희 외,티칭앤러닝,20260901,인문
9788931027143,S000221141944,상담학자와 함께 읽는 이솝 우화(큰글자도서),"48,000","43,200",10%,5%,"2,400",이솝,문예출판사,20260831,인문
9791192348599,S000220957353,철학의 부스러기,"27,000","24,300",10%,5%,"1,350",쇠얀 키르케고르,카리스아카데미,20260831,인문
9791193270530,S000221141801,파이돈(큰글자도서),"26,000","23,400",10%,5%,"1,300",플라톤 외,마리북스,20260831,인문
9791175542013,S000221047860,영유아 놀이지도,"25,000","25,000",0%,3%,750,이현진 외,공동체,20260831,인문
9791199655607,S000221280563,유라시아의 심장 카자흐스탄,"20,800","18,720",10%,5%,"1,040",김상욱,다윈미디어,20260831,인문
9791167972330,S000221251700,침묵의 헤테로토피아(양장본 Hardcover),"18,000","16,200",10%,5%,900,김지율,새미,20260831,인문
9791158668792,S000221255426,김부식(사유의 한국사),"35,000","31,500",10%,1%,350,이강래,한국학중앙연구원출판부,20260830,인문
9788999738135,S000221063968,전문가를 위한 청소년 마음챙김 자기연민 가이드북,"25,000","25,000",0%,3%,750,Lorraine Hobbs 외,학지사,20260830,인문
9788937470318,S000221045970,색채론,"19,000","17,100",10%,5%,950,요한 볼프강 폰 괴테,민음사,20260830,인문
9788999738074,S000220947207,처음 만나는 IB PYP,"16,000","16,000",0%,3%,480,이경은 외,학지사,20260830,인문
